0	1	0
2	1	0
3	1	0
0	4	21
5	6	47
5	6	73
7	8	105
9	10	121
11	12	124
13	12	126
7	14	168
15	16	171
17	12	172
18	19	179
18	20	179
21	19	179
22	23	184
24	25	185
26	27	192
17	28	193
18	29	194
18	30	204
31	32	206
21	16	207
0	12	216
21	33	217
0	34	223
35	36	229
18	29	238
37	38	243
39	40	244
41	42	244
0	43	245
44	34	250
0	45	252
17	45	252
46	40	252
41	42	259
47	30	259
48	49	263
48	43	268
35	50	271
24	51	276
21	52	276
44	53	277
41	54	283
0	55	284
31	45	294
21	50	297
56	57	297
56	54	298
46	58	298
59	60	298
61	62	299
63	64	300
65	66	301
46	67	301
68	69	304
61	70	306
71	72	308
73	74	308
75	54	309
76	77	312
63	78	313
79	80	315
68	80	315
81	82	315
83	82	316
83	84	317
47	58	318
85	86	318
79	87	320
88	89	320
47	90	320
21	58	322
56	91	322
7	92	322
65	93	323
71	94	323
83	84	324
21	58	325
95	96	326
0	97	327
21	1	327
47	1	327
98	99	327
7	100	328
68	69	329
101	99	330
102	103	332
35	50	332
104	103	333
105	106	334
21	107	334
26	108	334
35	109	334
110	111	334
47	50	335
110	111	335
112	54	336
102	113	337
104	40	337
114	115	339
116	117	339
118	1	340
116	119	340
120	121	340
21	122	340
123	122	340
47	124	340
104	122	340
104	69	340
112	107	341
65	125	341
68	122	341
126	127	342
15	122	342
46	128	342
68	122	342
68	129	342
130	131	343
132	54	345
133	134	346
135	134	346
18	136	347
26	137	347
65	122	348
138	122	350
44	84	352
18	19	353
48	139	353
140	141	354
65	66	354
142	143	355
144	145	356
142	122	356
142	86	356
146	147	356
0	148	357
0	145	357
11	145	357
46	149	358
150	151	359
98	122	360
152	151	360
21	153	361
44	154	361
11	55	361
155	66	361
152	156	361
79	157	362
46	158	362
79	159	363
46	54	363
0	97	364
11	160	364
11	161	364
76	161	364
2	162	365
144	163	366
17	156	366
164	165	367
11	166	367
61	167	367
168	169	367
98	122	367
140	141	368
2	170	368
35	50	368
35	154	368
98	162	368
140	171	369
172	156	369
173	174	369
44	169	369
164	175	370
172	176	370
172	177	370
178	179	370
18	180	370
35	181	370
0	182	377
0	183	377
150	166	377
46	184	377
104	185	378
48	186	379
187	188	380
47	57	380
114	189	381
126	190	381
